,Date,Natural_Gas_Price,Natural_Gas_Vol.,Crude_oil_Price,Crude_oil_Vol.,Copper_Price,Copper_Vol.
1058,25-10-2019,2.3,63900,56.66,445020,2.6755,57340
1059,24-10-2019,2.316,125650,56.23,480760,2.668,61060
1060,23-10-2019,2.282,146420,55.97,620200,2.6715,75680
1061,22-10-2019,2.272,234960,54.16,33920,2.633,46140
1062,21-10-2019,2.238,215760,53.31,95980,2.6465,54490
1063,18-10-2019,2.32,150020,53.78,174480,2.636,71810
1064,17-10-2019,2.318,159780,53.93,418420,2.5975,53900
1065,16-10-2019,2.303,191280,53.36,451640,2.5895,54260
1066,15-10-2019,2.339,177880,52.81,511250,2.614,53710
1067,14-10-2019,2.28,171690,53.59,467640,2.634,58730
1068,11/10/2019,2.214,264180,54.7,741700,2.628,71340
1069,10/10/2019,2.218,216640,53.55,613940,2.6135,76150
1070,9/10/2019,2.234,197120,52.59,632670,2.568,46710
1071,8/10/2019,2.288,182130,52.63,658320,2.5685,62320
1072,7/10/2019,2.303,207410,52.75,549020,2.577,49610
1073,4/10/2019,2.352,204660,52.81,541100,2.5625,48820
1074,3/10/2019,2.329,275740,52.45,642470,2.5535,51490
1075,2/10/2019,2.247,165880,52.64,590310,2.5705,62200
1076,1/10/2019,2.283,232340,53.62,589180,2.5605,74860
1077,30-09-2019,2.33,173790,54.07,532520,2.5785,50070
1078,27-09-2019,2.404,132790,55.91,712970,2.5975,59060
1079,26-09-2019,2.428,10410,56.41,599650,2.571,800
1080,25-09-2019,2.502,60510,56.49,563550,2.606,510
1081,24-09-2019,2.503,56840,57.29,591530,2.6015,480
1082,23-09-2019,2.527,114580,58.64,526790,2.6065,230
1083,20-09-2019,2.534,130290,58.09,37980,2.6015,290
1084,19-09-2019,2.538,199310,58.13,112330,2.603,220
1085,18-09-2019,2.637,157920,58.11,216960,2.6075,130
1086,17-09-2019,2.668,180760,59.34,993240,2.6215,240
1087,16-09-2019,2.681,197190,62.9,1400000,2.634,880
1088,13-09-2019,2.614,184460,54.85,599470,2.6935,230
1089,12/9/2019,2.574,218450,55.09,845980,2.635,540
1090,11/9/2019,2.552,211020,55.75,858770,2.609,140
1091,10/9/2019,2.58,259970,57.4,755470,2.6225,150
1092,9/9/2019,2.585,276720,57.85,646990,2.6215,240
1093,6/9/2019,2.496,201590,56.52,714290,2.6285,290
1094,5/9/2019,2.435,229800,56.3,712470,2.6365,670
1095,4/9/2019,2.445,218510,56.26,682300,2.59,650
1096,3/9/2019,2.358,221620,53.94,970800,2.5235,770
1097,30-08-2019,2.285,124710,55.1,708270,2.547,330
1098,29-08-2019,2.296,200410,56.71,630760,2.5735,2560
1099,28-08-2019,2.251,8660,55.78,674050,2.559,2100
1100,27-08-2019,2.202,63220,54.93,596620,2.55,1230
1101,26-08-2019,2.23,52780,53.64,679020,2.5465,1240
1102,23-08-2019,2.152,81620,54.17,807150,2.5345,280
1103,22-08-2019,2.159,113110,55.35,621570,2.5615,480
1104,21-08-2019,2.17,193530,55.68,704040,2.589,530
1105,20-08-2019,2.218,107840,56.34,47450,2.5815,190
1106,19-08-2019,2.21,144760,56.21,113570,2.605,140
1107,16-08-2019,2.2,111990,54.87,168350,2.5985,110
1108,15-08-2019,2.232,206770,54.47,527870,2.5985,290
1109,14-08-2019,2.143,127370,55.23,718290,2.5955,290
1110,13-08-2019,2.147,199870,57.1,783490,2.6335,500
1111,12/8/2019,2.105,167910,54.93,611030,2.588,710
1112,9/8/2019,2.119,171910,54.5,726390,2.5925,570
1113,8/8/2019,2.128,191130,52.54,724760,2.6105,170
1114,7/8/2019,2.083,203420,51.09,1060000,2.575,410
1115,6/8/2019,2.111,142250,53.63,682790,2.5615,790
1116,5/8/2019,2.07,179230,54.69,823840,2.549,590
1117,2/8/2019,2.121,206340,55.66,739810,2.5775,690
1118,1/8/2019,2.202,251300,53.95,886750,2.6705,330
1119,31-07-2019,2.233,221830,58.58,614000,2.6715,860
1120,30-07-2019,2.137,91720,58.05,547400,2.683,290
1121,29-07-2019,2.141,8760,56.87,529740,2.7175,55520
1122,26-07-2019,2.169,45840,56.2,476790,2.685,58820
1123,25-07-2019,2.244,47530,56.02,559280,2.7035,63420
1124,24-07-2019,2.22,116590,55.88,745250,2.712,50450
1125,23-07-2019,2.3,106900,56.77,521880,2.7,65120
1126,22-07-2019,2.312,168620,56.22,24300,2.722,66570
1127,19-07-2019,2.251,109060,55.63,105220,2.7525,132640
1128,18-07-2019,2.287,173290,55.3,215360,2.71,51680
1129,17-07-2019,2.304,135140,56.78,504430,2.716,54350
1130,16-07-2019,2.306,148940,57.62,712540,2.7,67460
1131,15-07-2019,2.408,150760,59.58,566820,2.711,60290
1132,12/7/2019,2.453,171930,60.21,469030,2.694,57600
1133,11/7/2019,2.416,213620,60.2,573020,2.6875,62900
1134,10/7/2019,2.444,193980,60.43,690660,2.694,86280
1135,9/7/2019,2.425,202650,57.83,551870,2.625,78230
1136,8/7/2019,2.403,201730,57.66,540860,2.659,58270
1137,5/7/2019,2.418,237740,57.51,698020,2.661,69030
1138,3/7/2019,2.29,91190,57.34,600130,2.683,52690
1139,2/7/2019,2.24,96730,56.25,878940,2.664,66390
1140,1/7/2019,2.267,149170,59.09,674890,2.688,86270
1141,28-06-2019,2.308,116430,58.47,556100,2.7135,53970
1142,27-06-2019,2.324,108700,59.43,531410,2.7165,70430
1143,26-06-2019,2.291,6630,59.38,686820,2.7155,900
1144,25-06-2019,2.308,55010,57.83,673140,2.7365,1130
1145,24-06-2019,2.303,67650,57.9,597160,2.7065,1480
1146,21-06-2019,2.186,92240,57.43,676050,2.7055,1060
1147,20-06-2019,2.185,210070,56.65,27880,2.7125,560
1148,19-06-2019,2.276,173670,53.76,122840,2.6805,210
1149,18-06-2019,2.328,121400,53.9,181640,2.7025,570
1150,17-06-2019,2.386,120280,51.93,397870,2.6455,690
1151,14-06-2019,2.387,132410,52.51,574230,2.631,400
1152,13-06-2019,2.325,180140,52.28,945020,2.658,550
1153,12/6/2019,2.386,148270,51.14,786110,2.655,410
1154,11/6/2019,2.399,163810,53.27,642940,2.673,460
1155,10/6/2019,2.357,169930,53.26,687150,2.6625,360
1156,7/6/2019,2.337,154550,53.99,828130,2.6295,430
1157,6/6/2019,2.324,177940,52.59,790070,2.6515,240
1158,5/6/2019,2.378,109980,51.68,943190,2.6245,910
1159,4/6/2019,2.416,132770,53.48,831630,2.67,290
1160,3/6/2019,2.403,204390,53.25,984310,2.651,210
1161,31-05-2019,2.454,198410,53.5,1030000,2.6405,520
1162,30-05-2019,2.547,167470,56.59,842280,2.6565,410
1163,29-05-2019,2.633,8810,58.81,1120000,2.664,60700
1164,28-05-2019,2.582,47430,59.14,1020000,2.696,63390
1165,24-05-2019,2.598,55430,58.63,758100,2.6995,54240
1166,23-05-2019,2.578,118320,57.91,1110000,2.6805,70820
1167,22-05-2019,2.543,162720,61.42,766730,2.678,65880
1168,21-05-2019,2.613,144130,62.99,28910,2.715,60840
1169,20-05-2019,2.673,123610,63.1,131890,2.726,47180
1170,17-05-2019,2.631,79760,62.76,215800,2.7385,55660
1171,16-05-2019,2.639,113110,62.87,545680,2.748,60330
1172,15-05-2019,2.601,123120,62.02,723000,2.743,68130
1173,14-05-2019,2.659,92880,61.78,751670,2.725,62620
1174,13-05-2019,2.621,116270,61.04,1000000,2.719,78970
1175,10/5/2019,2.619,132050,61.66,786490,2.7745,91460
1176,9/5/2019,2.595,123680,61.7,769580,2.7715,89880
1177,8/5/2019,2.61,167090,62.12,791770,2.7745,94120
1178,7/5/2019,2.537,115820,61.4,842810,2.7855,103410
1179,6/5/2019,2.524,95210,62.25,768810,2.8295,89110
1180,3/5/2019,2.567,89980,61.94,646870,2.819,80320
1181,2/5/2019,2.589,120840,61.81,914660,2.7795,81050
1182,1/5/2019,2.62,105390,63.6,676870,2.8015,112250
1183,30-04-2019,2.575,94250,63.91,750490,2.904,64720
1184,29-04-2019,2.593,92360,63.5,654080,2.897,70620
1185,26-04-2019,2.566,9990,63.3,1000000,2.8915,1040
1186,25-04-2019,2.514,53340,65.21,603000,2.865,560
1187,24-04-2019,2.462,44970,65.89,678390,2.9135,860
1188,23-04-2019,2.455,119950,66.3,700600,2.898,410
1189,22-04-2019,2.524,105450,65.7,30140,2.905,330
1190,18-04-2019,2.49,168000,64,148240,2.923,450
1191,17-04-2019,2.517,144890,63.76,235380,2.97,450
1192,16-04-2019,2.572,103430,64.05,547470,2.9345,770
1193,15-04-2019,2.59,137630,63.4,555860,2.9385,660
1194,12/4/2019,2.66,88010,63.89,625590,2.9495,770
1195,11/4/2019,2.664,161210,63.58,760500,2.892,360
1196,10/4/2019,2.7,127470,64.61,722220,2.9305,110
1197,9/4/2019,2.699,117350,63.98,790680,2.9385,400
1198,8/4/2019,2.708,154200,64.4,895770,2.937,160
1199,5/4/2019,2.664,120320,63.08,686860,2.9,210
1200,4/4/2019,2.643,123660,62.1,684970,2.915,250
1201,3/4/2019,2.677,96800,62.46,799670,2.9525,350
1202,2/4/2019,2.684,106550,62.58,793230,2.9105,410
1203,1/4/2019,2.708,129460,61.59,670810,2.9285,450
1204,29-03-2019,2.662,115410,60.14,705560,2.9395,270
1205,28-03-2019,2.712,78720,59.3,712210,2.877,160
1206,27-03-2019,2.713,9640,59.41,732150,2.863,58230
1207,26-03-2019,2.74,37150,59.94,685990,2.854,62770
1208,25-03-2019,2.755,49170,58.82,705400,2.8565,68370
1209,22-03-2019,2.753,92640,59.04,738840,2.8425,103690
1210,21-03-2019,2.821,83790,59.98,655380,2.906,92470
1211,20-03-2019,2.82,114170,59.83,31130,2.921,60260
1212,19-03-2019,2.874,109750,59.03,114820,2.923,63280
1213,18-03-2019,2.85,102230,59.09,157240,2.909,60300
1214,15-03-2019,2.795,82710,58.52,507390,2.906,71260
1215,14-03-2019,2.855,85280,58.61,567600,2.8915,68740
1216,13-03-2019,2.82,101210,58.26,610620,2.9355,49400
1217,12/3/2019,2.784,90020,56.87,652800,2.9285,68210
1218,11/3/2019,2.772,136890,56.79,597160,2.901,43180
1219,8/3/2019,2.865,85880,56.07,747360,2.8935,66540
1220,7/3/2019,2.866,117000,56.66,628820,2.9105,59930
1221,6/3/2019,2.841,119630,56.22,637680,2.9185,51450
1222,5/3/2019,2.884,103060,56.56,538400,2.9335,61970
1223,4/3/2019,2.857,103660,56.59,549400,2.909,70590
1224,1/3/2019,2.859,134660,55.8,684190,2.932,75970
1225,28-02-2019,2.812,118340,57.22,496680,2.948,70210
1226,27-02-2019,2.799,94050,56.94,577230,2.9625,73980
1227,26-02-2019,2.855,14320,55.5,538920,2.948,930
1228,25-02-2019,2.836,80150,55.48,723010,2.947,710
1229,22-02-2019,2.717,35120,57.26,513440,2.949,680
1230,21-02-2019,2.697,97900,56.96,546200,2.8975,640
1231,20-02-2019,2.636,110140,56.92,37680,2.92,360
1232,19-02-2019,2.662,151750,56.09,153730,2.8775,180
1233,15-02-2019,2.625,98410,55.59,276910,2.8025,150
1234,14-02-2019,2.573,101560,54.41,623550,2.7785,190
1235,13-02-2019,2.575,185480,53.9,706550,2.776,50
1236,12/2/2019,2.688,169230,53.1,708310,2.775,50
1237,11/2/2019,2.642,202420,52.41,750240,2.793,100
1238,8/2/2019,2.583,147880,52.72,621000,2.814,270
1239,7/2/2019,2.551,211790,52.64,749010,2.832,320
1240,6/2/2019,2.662,98330,54.01,606720,2.84,100
1241,5/2/2019,2.662,82250,53.66,609760,2.8205,90
1242,4/2/2019,2.66,116490,54.56,622470,2.7975,490
